loan_id,customer_id,ln_amnt,interest_rate,loan_type,ln_trm_mnths,apprvl_dte,ln_sts
4941,293,1644143,21.29,Mortgage,36,12/31/2024,Active
4942,13828,1844907,10.81,Mortgage,48,8/21/2024,Active
4943,15172,1037590,14.99,Personal,36,12/19/2023,Closed
4944,6392,1579333,15.83,Education,48,5/18/2024,Active
4945,17716,845687,14.85,Mortgage,12,8/10/2022,Defaulted
4946,9592,874801,7.44,Business,60,7/2/2022,Active
4947,6506,946247,16.62,Education,48,6/13/2025,Active
4948,7568,1900395,12.71,Auto,36,4/11/2022,Closed
4949,7957,1663929,19.71,Education,36,11/14/2022,Closed
4950,9938,614728,15.54,Education,12,11/25/2024,Active
4951,16600,1037239,11.5,Education,6,10/4/2025,Closed
4952,5538,79698,18.65,Business,48,6/28/2022,Active
4953,6338,1024428,17.06,Auto,48,4/5/2022,Defaulted
4954,4814,1246342,20.39,Business,60,1/16/2022,Active
4955,2136,515127,9.11,Education,60,6/11/2022,Closed
4956,9820,1299431,13.51,Auto,36,4/1/2025,Active
4957,4384,1909075,5.83,Business,60,3/31/2025,Closed
4958,16357,1068372,7.12,Business,6,11/3/2022,Active
4959,5608,1570672,5.27,Mortgage,36,12/2/2024,Active
4960,17576,216431,14.54,Auto,12,1/27/2025,Active
4961,10145,1293015,7.62,Personal,36,10/24/2023,Active
4962,9456,520105,8.91,Education,12,12/18/2024,Closed
4963,176,998747,7.7,Business,6,9/6/2024,Closed
4964,17599,873156,5.82,Education,36,7/30/2025,Active
4965,8945,1471584,16.6,Mortgage,60,7/6/2022,Closed
4966,14782,22318,14.12,Business,6,7/12/2022,Active
4967,15902,1784688,14.5,Business,48,5/22/2025,Active
4968,13453,1209930,10.13,Mortgage,6,2/3/2025,Defaulted
4969,1404,1707050,18.11,Mortgage,24,10/6/2022,Active
4970,14120,400447,19.01,Auto,48,2/8/2024,Closed
4971,1806,1264653,10.73,Mortgage,36,3/3/2022,Closed
4972,12247,950780,15.28,Auto,60,10/4/2022,Active
4973,4672,1297661,11.05,Education,48,6/19/2025,Active
4974,2280,1415549,7.8,Mortgage,24,4/28/2025,Active
4975,14020,1166543,17.53,Auto,6,10/1/2023,Defaulted
4976,7387,1897724,18.36,Auto,60,9/30/2023,Active
4977,1491,555468,8.25,Business,60,9/4/2023,Active
4978,7560,190059,20.76,Personal,12,10/28/2024,Closed
4979,10069,579589,8.97,Education,12,3/15/2025,Active
4980,3682,1252217,14.52,Education,6,7/21/2024,Defaulted
4981,5423,1027951,20.6,Personal,48,3/19/2022,Active
4982,13399,592582,7.08,Mortgage,12,9/22/2022,Active
4983,14237,1622701,16.02,Auto,24,1/28/2022,Active
4984,9813,771993,5.32,Business,24,1/15/2025,Active
4985,13831,1065834,12.41,Auto,24,3/21/2025,Closed
4986,11412,403443,20.08,Education,12,5/2/2023,Closed
4987,758,1732144,6.99,Education,6,2/6/2022,Defaulted
4988,15808,997493,13.39,Business,60,8/19/2025,Closed
4989,13754,618871,10.22,Mortgage,48,2/11/2025,Active
4990,3852,1945350,17.08,Personal,36,5/15/2022,Active
4991,2387,1338826,21.32,Mortgage,12,8/18/2025,Active
4992,16393,1492060,6.7,Auto,24,9/2/2022,Closed
4993,1194,213268,19.72,Education,6,10/23/2022,Closed
4994,3351,1439610,8.04,Personal,48,2/6/2022,Closed
4995,5974,161172,18.75,Personal,36,7/23/2025,Active
4996,8471,238736,17.38,Auto,6,1/10/2025,Active
4997,2960,1125492,5.53,Mortgage,6,2/11/2025,Closed
4998,10469,1435511,18.56,Personal,6,3/17/2024,Active
4999,2423,125911,10.32,Mortgage,6,2/13/2024,Active
5000,14801,1900319,17.05,Mortgage,36,3/31/2023,Active
5001,13454,1448392,11.91,Mortgage,60,8/30/2023,Closed
5002,2175,1368974,7.09,Personal,12,10/9/2022,Active
5003,17378,1658539,12.12,Business,36,12/10/2024,Active
5004,6359,1864464,12.83,Mortgage,12,8/31/2024,Active
5005,7337,1825999,12.31,Business,24,8/3/2025,Closed
5006,17796,1943620,19.86,Personal,24,1/27/2022,Active
5007,6757,356202,21.4,Mortgage,36,4/20/2022,Active
5008,6726,885025,20.46,Auto,60,8/6/2023,Active
5009,11290,68267,12.82,Business,36,10/21/2022,Defaulted
5010,16875,1232420,14.53,Business,6,10/8/2023,Active
5011,8893,1169615,15.04,Education,12,9/21/2025,Defaulted
5012,126,253115,10.79,Personal,36,1/12/2025,Closed
5013,11848,845849,10.73,Personal,24,10/8/2025,Active
5014,3776,1604810,18.81,Personal,48,5/12/2024,Closed
5015,14342,1732920,7.96,Personal,24,8/12/2025,Active
5016,16656,939743,6.43,Education,36,5/21/2025,Active
5017,4634,817641,15.66,Personal,24,8/28/2022,Closed
5018,6693,1703310,6.99,Business,12,11/5/2022,Active
5019,8701,177131,8.97,Mortgage,60,3/4/2022,Active
5020,17939,1651536,5.86,Auto,48,12/25/2021,Closed
5021,372,139795,17.3,Personal,6,9/23/2022,Active
5022,13225,389728,12.88,Personal,12,8/28/2022,Active
5023,11403,1897504,15.93,Personal,6,11/30/2025,Active
5024,9201,551057,7.11,Education,24,3/26/2025,Active
5025,16712,1902405,16.59,Mortgage,12,4/4/2025,Active
5026,9974,1715120,8.52,Auto,24,3/7/2025,Defaulted
5027,4446,640867,7.53,Personal,12,8/5/2022,Active
5028,2782,626531,16.78,Personal,12,1/18/2023,Active
5029,13939,522004,11.95,Business,36,12/11/2022,Active
5030,8174,1594781,20.7,Education,36,2/5/2023,Closed
5031,16781,1870541,12.29,Auto,48,1/3/2023,Defaulted
5032,8292,308970,8.26,Auto,36,8/29/2022,Closed
5033,2201,122951,13.91,Business,60,11/6/2024,Defaulted
5034,12163,1571921,10.05,Business,6,3/18/2023,Active
5035,4526,1004543,17,Personal,6,10/14/2024,Active
5036,7670,119288,14.63,Auto,12,5/4/2025,Active
5037,16742,647004,10.76,Personal,12,4/7/2025,Active
5038,11221,890280,16.69,Education,24,11/27/2023,Closed
5039,2496,1643617,20.58,Personal,48,6/14/2025,Active
5040,16572,1824025,9.37,Business,60,3/24/2025,Active
5041,3948,82458,21.98,Mortgage,48,5/3/2024,Closed
5042,3562,1385599,5.11,Mortgage,24,5/13/2025,Closed
5043,13215,506314,20.83,Business,60,5/20/2025,Active
5044,4648,763862,21.74,Personal,60,6/25/2025,Closed
5045,13587,1827926,19.63,Education,36,11/30/2025,Active
5046,12762,1229727,7.47,Education,12,11/8/2023,Closed
5047,16143,42614,7.87,Mortgage,12,8/22/2024,Closed
5048,13458,134909,5.49,Education,24,12/11/2023,Active
5049,6964,1305835,10.55,Mortgage,48,8/29/2022,Active
5050,12658,1641240,11.48,Auto,36,8/20/2024,Closed
5051,15345,928779,14.41,Auto,24,7/24/2025,Active
5052,16769,1381342,17.62,Personal,6,7/25/2024,Active
5053,8140,1880319,9.11,Personal,48,2/6/2025,Active
5054,13825,1733453,21.7,Education,24,2/26/2024,Active
5055,4169,1492597,19.9,Auto,36,8/4/2023,Closed
5056,35,1416943,17.99,Mortgage,60,5/14/2022,Active
5057,5196,567601,13.7,Education,60,8/2/2024,Active
5058,5888,726342,13.75,Education,48,1/27/2022,Active
5059,1208,289221,16.23,Auto,24,9/4/2022,Active
5060,2904,1237609,19.03,Education,12,6/12/2024,Closed
5061,751,326885,19.87,Business,48,3/21/2024,Active
5062,13712,1915272,20.11,Personal,60,4/3/2023,Active
5063,4461,1275424,17.87,Auto,60,6/17/2025,Active
5064,7394,937405,13.58,Business,36,10/18/2025,Closed
5065,3966,1176550,20.33,Education,24,1/19/2024,Defaulted
5066,7152,1318941,16.6,Education,24,5/28/2024,Defaulted
5067,4265,1936274,12.89,Mortgage,6,1/3/2024,Defaulted
5068,11934,760458,18.81,Auto,24,12/29/2022,Closed
5069,4149,1108005,13.35,Mortgage,12,3/29/2023,Defaulted
5070,13557,1691255,21.05,Mortgage,48,12/10/2024,Active
5071,9118,992036,8.95,Mortgage,12,4/20/2025,Active
5072,12472,747229,6.16,Mortgage,60,6/7/2022,Defaulted
5073,16509,1928812,20.92,Auto,12,7/30/2025,Active
5074,14462,1347324,20.55,Business,24,8/5/2023,Active
5075,15104,338297,17.39,Mortgage,60,3/24/2024,Active
5076,9998,866591,15.66,Mortgage,6,9/9/2024,Active
5077,7105,1180468,9.09,Education,24,4/18/2023,Defaulted
5078,8634,112702,20.2,Education,6,6/16/2023,Closed
5079,13931,662520,16.25,Business,24,12/14/2022,Active
5080,4695,1090837,20.47,Business,60,7/25/2023,Active
5081,7177,1279203,5.96,Education,60,7/8/2024,Closed
5082,16498,760877,6.06,Personal,60,3/9/2022,Active
5083,15458,1162912,18.26,Auto,24,2/8/2024,Active
5084,3025,196313,10.78,Mortgage,24,1/2/2025,Active
5085,1705,1266126,21.19,Personal,36,1/18/2023,Active
5086,13549,1607004,12.39,Personal,6,11/4/2023,Active
5087,8887,1164219,17.44,Education,24,6/14/2024,Closed
5088,2449,1946520,20.1,Personal,12,7/20/2025,Active
5089,10815,1147579,14.83,Business,24,7/1/2023,Active
5090,6566,462978,21.77,Auto,12,5/9/2025,Active
5091,8524,1669097,13.67,Education,12,1/30/2023,Active
5092,14806,55631,20.23,Mortgage,60,5/26/2025,Defaulted
5093,5085,889167,20.62,Education,60,1/19/2025,Closed
5094,16415,812473,12.3,Education,60,10/6/2023,Closed
5095,14584,197414,9.04,Personal,36,11/5/2025,Active
5096,13959,43421,15.33,Mortgage,12,12/7/2024,Active
5097,16965,842057,12.46,Business,60,9/19/2024,Active
5098,11631,327481,11.99,Personal,48,12/3/2023,Closed
5099,14533,1989716,13.05,Business,60,8/24/2024,Active
5100,9904,957959,21.81,Auto,60,11/30/2025,Active
5101,6098,1050702,21.82,Auto,48,4/7/2025,Closed
5102,6328,1621942,19.82,Personal,24,11/10/2023,Active
5103,17172,1371820,8.9,Auto,24,2/13/2022,Closed
5104,6328,1387188,19.97,Personal,36,5/1/2022,Active
5105,12594,325002,20.2,Education,24,8/7/2024,Active
5106,354,743373,17.76,Personal,12,3/12/2025,Closed
5107,8435,574623,9.36,Auto,36,6/17/2024,Closed
5108,4587,446338,10.15,Education,60,12/1/2025,Closed
5109,17673,1823440,5.88,Business,24,12/27/2022,Active
5110,14952,279712,17.16,Mortgage,12,4/29/2024,Closed
5111,9757,1179290,9.91,Auto,36,8/8/2023,Active
5112,60,728126,15.54,Auto,60,6/27/2023,Active
5113,5261,250642,21.74,Auto,12,12/25/2024,Active
5114,1756,1930843,20.93,Mortgage,36,11/16/2022,Defaulted
5115,14825,1166873,16.31,Education,36,1/31/2025,Active
5116,6775,1929430,11.27,Education,36,12/8/2021,Active
5117,10689,1680541,11.02,Personal,60,8/5/2024,Active
5118,16098,1823043,12.48,Mortgage,24,12/12/2022,Defaulted
5119,7368,1429735,12.02,Auto,60,6/16/2024,Active
5120,11807,1449012,11.28,Education,48,1/5/2024,Active
5121,7478,1507899,10.47,Business,36,7/23/2025,Defaulted
5122,1771,1113387,19.08,Auto,36,6/25/2022,Active
5123,10563,633012,9.86,Personal,48,11/5/2022,Active
5124,379,344623,7.75,Personal,60,3/10/2023,Active
5125,11673,1629574,12.02,Mortgage,24,5/20/2024,Closed
5126,7957,1859779,16.31,Education,48,7/5/2024,Closed
5127,11239,1494767,14.6,Education,12,4/30/2022,Active
5128,11230,1285641,21.41,Education,12,7/1/2022,Active
5129,1701,1959207,5.27,Auto,6,1/24/2024,Closed
5130,1432,1069364,21.42,Business,48,6/7/2022,Active
5131,62,725311,14.1,Mortgage,12,9/1/2025,Closed
5132,3074,1085677,19.97,Business,60,4/30/2023,Active
5133,7602,1831083,12.17,Education,24,1/27/2023,Active
5134,7058,1140676,9.3,Education,6,5/12/2022,Active
5135,4467,1532485,8.01,Auto,6,8/7/2025,Active
5136,6200,858273,16.23,Auto,60,3/27/2024,Active
5137,5528,1644694,6.42,Education,48,3/11/2025,Active
5138,13447,1216126,9.49,Education,36,1/17/2024,Active
5139,15710,1132147,16.62,Business,24,1/12/2023,Closed
5140,17100,1248222,13.67,Mortgage,12,4/14/2023,Active
5141,1064,47209,10.7,Business,36,5/13/2022,Defaulted
5142,7144,1304438,14.35,Education,36,7/5/2024,Closed
5143,7445,333163,7.22,Business,12,5/14/2022,Closed
5144,1904,621003,19.98,Mortgage,48,10/7/2025,Active
5145,13466,487454,21.1,Business,48,10/13/2024,Closed
5146,2613,670839,10.42,Education,60,12/17/2021,Closed
5147,8835,1464435,6.2,Mortgage,36,7/7/2025,Active
5148,10422,1257153,13.55,Education,24,1/17/2023,Active
5149,12992,1976601,8.23,Business,60,5/30/2022,Active
5150,6065,827236,13.7,Personal,24,8/6/2023,Defaulted
5151,4107,506753,20.27,Personal,6,3/21/2023,Active
5152,14973,875725,13.22,Personal,48,6/6/2022,Active
5153,1150,385707,13.5,Personal,36,8/10/2022,Defaulted
5154,8315,1997988,17.53,Business,36,9/12/2025,Closed
5155,566,804691,19.7,Business,36,7/25/2023,Active
5156,6216,1471482,9.3,Personal,48,5/10/2024,Defaulted
5157,7489,1901874,7.69,Education,48,4/19/2023,Active
5158,4791,274771,5.11,Auto,60,5/31/2025,Active
5159,1445,1062906,19.73,Business,60,1/1/2025,Closed
5160,6156,1839973,11.42,Business,24,1/7/2024,Active
5161,16247,1756516,10.44,Education,60,8/8/2024,Active
5162,14347,1457337,7.5,Business,24,11/26/2025,Active
5163,12867,1524924,19.03,Business,60,5/21/2025,Active
5164,4661,1185933,10.2,Mortgage,12,8/10/2024,Closed
5165,17879,932614,15.83,Mortgage,24,11/21/2022,Active
5166,7871,863774,15.08,Business,24,6/18/2022,Closed
5167,5046,230825,9.6,Business,6,6/15/2022,Active
5168,16498,591150,18.73,Business,6,10/12/2022,Active
5169,16659,1534525,14.9,Mortgage,36,7/5/2023,Closed
5170,7026,1058521,8.64,Mortgage,12,5/6/2024,Active
5171,2169,162080,9.24,Mortgage,36,11/28/2025,Active
5172,2317,1226135,20.66,Mortgage,12,7/27/2025,Defaulted
5173,7403,1057407,19.57,Mortgage,60,9/2/2025,Closed
5174,2858,1144771,16.86,Auto,24,3/10/2024,Closed
5175,8990,593096,20.91,Auto,12,9/29/2022,Closed
5176,11059,835546,8.82,Mortgage,60,3/9/2022,Closed
5177,10167,1345988,10.85,Personal,48,3/20/2025,Defaulted
5178,5976,300943,13.28,Education,60,10/7/2022,Active
5179,7066,499894,16.62,Business,48,10/14/2023,Closed
5180,3433,171680,10.63,Personal,6,8/16/2022,Closed
5181,4018,1531465,19.37,Mortgage,36,12/15/2021,Active
5182,11747,1651619,20.38,Education,48,12/26/2021,Active
5183,7741,1205209,12.26,Business,24,4/6/2023,Active
5184,11012,1353975,12.98,Personal,6,9/14/2024,Active
5185,8530,132215,10.35,Business,48,5/28/2023,Closed
5186,1388,1025526,11.82,Mortgage,24,1/2/2023,Active
5187,4649,34065,17.58,Mortgage,6,12/17/2024,Active
5188,14943,256558,10.25,Personal,24,1/9/2025,Active
5189,16355,1120915,13.43,Mortgage,48,7/10/2022,Defaulted
5190,9634,877244,10.11,Education,60,2/9/2025,Active
5191,6796,1000235,15.42,Education,12,3/28/2022,Closed
5192,12843,510270,10.99,Auto,6,5/29/2023,Closed
5193,7201,963445,15.7,Auto,36,10/2/2025,Active
5194,16429,932737,5.87,Education,12,6/5/2022,Active
5195,11825,1592211,16.22,Auto,36,11/12/2023,Active
5196,6675,1594110,5.34,Auto,12,4/12/2025,Active
5197,11370,1127370,16.46,Personal,24,11/7/2023,Active
5198,4192,147868,17.42,Auto,12,12/15/2022,Closed
5199,3666,1407466,17.68,Business,36,12/18/2023,Defaulted
5200,16048,751759,20.62,Education,6,12/19/2022,Defaulted
5201,12148,1538590,11.39,Mortgage,60,8/28/2022,Closed
5202,17404,1617369,19.25,Business,36,11/20/2024,Defaulted
5203,15728,1387906,18.65,Education,12,1/17/2022,Closed
5204,9272,1035008,5.73,Personal,48,4/2/2025,Closed
5205,13127,335629,7.08,Auto,24,4/7/2023,Active
5206,1116,119614,21.57,Personal,36,8/7/2022,Active
5207,13827,726492,9.49,Personal,48,9/22/2025,Closed
5208,17503,1956508,12.6,Mortgage,24,1/6/2022,Active
5209,5285,369633,20.63,Mortgage,48,7/19/2025,Active
5210,15207,297223,21.56,Business,12,6/24/2022,Closed
5211,250,1048541,6.41,Mortgage,24,4/21/2024,Closed
5212,17307,1348045,8.77,Personal,36,10/28/2024,Closed
5213,13741,1161692,19.38,Business,48,11/9/2024,Closed
5214,9485,326516,5.5,Business,24,8/19/2022,Closed
5215,3095,454306,14.24,Education,36,6/15/2022,Closed
5216,6964,1151017,14.8,Mortgage,36,3/11/2024,Active
5217,10177,1300289,21.14,Auto,6,7/3/2024,Active
5218,14886,1487960,14.91,Business,60,3/29/2024,Closed
5219,12878,828365,21.72,Personal,36,9/30/2023,Active
5220,10517,534180,16.74,Personal,48,7/1/2022,Closed
5221,2770,188005,13.9,Business,48,11/9/2023,Defaulted
5222,17959,1831080,21.45,Personal,60,2/28/2023,Active
5223,16303,1586323,7.81,Education,24,12/17/2021,Defaulted
5224,11855,1186140,5.56,Business,12,2/6/2023,Active
5225,16227,906629,7.83,Mortgage,6,9/7/2023,Active
5226,17083,1777749,8.49,Education,60,8/14/2024,Active
5227,3686,332331,11.69,Mortgage,60,2/6/2023,Active
5228,12494,1806730,21.82,Mortgage,24,10/31/2024,Active
5229,324,1899083,16.83,Auto,24,10/22/2023,Active
5230,17387,621417,18.84,Mortgage,60,11/22/2023,Defaulted
5231,10912,193416,8.39,Auto,60,10/11/2022,Closed
5232,2204,1641338,19.68,Personal,36,11/15/2025,Active
5233,17123,780951,13.1,Personal,12,10/8/2024,Defaulted
5234,15912,532886,19.88,Auto,6,5/4/2023,Active
5235,12219,1106509,20.87,Business,60,4/18/2023,Active
5236,6342,761554,10.42,Education,48,1/4/2024,Active
5237,16568,746238,19.43,Education,6,12/24/2024,Active
5238,15018,536940,17.17,Mortgage,12,12/1/2024,Active
5239,12482,859562,19.49,Auto,6,5/12/2025,Active
5240,3573,1805494,14.69,Business,24,2/7/2023,Active
5241,2220,236100,21.45,Education,60,2/23/2025,Closed
5242,17391,1720109,17.96,Auto,48,9/24/2022,Active
5243,8485,1539256,5.71,Business,24,11/27/2023,Closed
5244,7806,1635056,7.36,Mortgage,36,11/16/2023,Closed
5245,17919,411583,15.88,Business,60,9/15/2025,Defaulted
5246,4450,354544,10.25,Education,24,5/7/2022,Active
5247,12604,694878,17.43,Auto,60,9/17/2022,Active
5248,15694,1076928,6.16,Mortgage,12,10/11/2022,Active
5249,12825,422538,15.64,Education,36,10/31/2023,Active
5250,9065,1623758,21.5,Mortgage,48,8/31/2025,Closed
5251,15977,1275925,21.08,Business,6,8/15/2024,Active
5252,7523,899215,12.08,Auto,36,6/27/2022,Active
5253,9792,1223729,18.42,Mortgage,6,6/22/2022,Closed
5254,1871,166606,19.37,Business,36,1/13/2025,Defaulted
5255,9936,1457232,17.22,Business,60,1/11/2023,Active
5256,3184,231955,16.3,Personal,6,4/10/2025,Active
5257,17165,14609,19.84,Mortgage,48,8/5/2025,Defaulted
5258,14619,308679,10.33,Mortgage,6,11/10/2022,Closed
5259,8206,1098043,18.63,Auto,60,4/24/2024,Active
5260,6180,1507677,11.95,Auto,24,6/29/2022,Defaulted
5261,13758,403870,12.07,Personal,12,9/15/2023,Active
5262,2086,1625576,14.11,Mortgage,12,11/26/2023,Active
5263,384,1916154,12.47,Mortgage,12,4/29/2025,Active
5264,11150,975207,8.12,Mortgage,12,6/18/2023,Defaulted
5265,3825,622821,13.14,Auto,36,3/16/2024,Active
5266,2184,1350748,5.4,Auto,36,1/5/2022,Closed
5267,7023,907976,9.75,Business,48,9/27/2022,Closed
5268,16303,1905388,12.12,Education,12,5/24/2023,Active
5269,7216,1243302,19.61,Personal,6,3/21/2023,Closed
5270,4712,1635017,11.71,Auto,6,9/13/2023,Closed
5271,16893,168928,5.41,Personal,36,8/19/2024,Defaulted
5272,10757,868398,6.97,Personal,12,2/2/2025,Active
5273,5348,882239,17.87,Auto,36,1/19/2024,Active
5274,8868,613715,16.88,Education,12,7/30/2025,Active
5275,8806,1128051,20.9,Education,24,11/10/2023,Active
5276,14361,1166543,12.16,Personal,12,11/25/2022,Defaulted
5277,16041,804766,18.33,Mortgage,60,8/20/2023,Active
5278,11772,1777123,8.07,Mortgage,48,12/24/2023,Active
5279,9736,638172,5.95,Personal,6,5/4/2023,Active
5280,4320,1039651,7.47,Personal,60,1/5/2025,Active
5281,6264,351644,10.22,Education,6,3/12/2022,Active
5282,7813,1206212,9.4,Personal,6,12/5/2022,Active
5283,12032,964029,8.3,Mortgage,6,7/1/2024,Active
5284,12349,1369100,7.49,Education,48,7/18/2023,Closed
5285,10843,1754469,7.14,Business,48,4/18/2024,Active
5286,16581,577946,15.7,Education,36,6/8/2024,Active
5287,12466,421223,18.51,Personal,24,1/15/2025,Active
5288,17520,57554,10.86,Personal,24,2/18/2022,Active
5289,9862,807054,6.77,Business,36,3/11/2025,Closed
5290,14135,1000332,12.6,Business,60,3/28/2025,Closed
5291,10294,153321,20.92,Education,60,4/30/2024,Closed
5292,17604,292884,17.11,Education,12,1/19/2023,Active
5293,4698,1309659,16.54,Auto,6,2/22/2023,Active
5294,15464,226655,10.62,Mortgage,12,2/2/2024,Closed
5295,10891,659623,20.13,Personal,6,8/20/2025,Active
5296,5898,637285,14.53,Business,48,11/15/2024,Active
5297,10441,465523,7.7,Business,60,1/12/2025,Active
5298,9354,376668,19.59,Auto,12,5/8/2024,Closed
5299,5823,809083,7.44,Auto,24,9/18/2025,Defaulted
5300,7305,740819,16.02,Business,36,8/6/2022,Active
5301,13202,1623804,18.56,Business,12,3/6/2022,Closed
5302,13084,585851,21.26,Personal,48,3/4/2022,Active
5303,12663,9458,14.78,Auto,6,12/15/2021,Active
5304,2678,1788715,19.68,Personal,24,5/1/2025,Closed
5305,10753,1830653,7.66,Personal,48,2/13/2025,Active
5306,1358,846071,10.61,Auto,24,7/16/2023,Active
5307,6339,539016,10,Mortgage,12,11/9/2025,Active
5308,8280,685592,9.83,Personal,60,12/22/2022,Active
5309,6851,417695,21.74,Personal,60,1/29/2022,Closed
5310,8573,1477610,11.91,Auto,36,2/7/2022,Active
5311,6312,1256596,8.85,Education,6,10/4/2024,Active
5312,2204,704868,20.69,Business,36,1/17/2022,Active
5313,3657,73430,21.66,Personal,12,2/15/2023,Active
5314,2084,1587661,8.26,Auto,24,9/23/2023,Closed
5315,8597,1029723,11.24,Education,60,4/28/2025,Active
5316,4670,241671,17.38,Personal,24,7/23/2025,Closed
5317,17007,585645,14.91,Auto,12,6/17/2025,Closed
5318,4251,465979,21.41,Education,48,6/13/2024,Active
5319,4473,364425,7.28,Business,6,9/23/2023,Active
5320,12990,1329775,14.82,Mortgage,24,3/9/2023,Closed
5321,926,563755,13.13,Business,24,3/2/2023,Active
5322,9601,1684643,21.54,Education,60,8/4/2022,Active
5323,1962,1764027,15.1,Personal,12,5/25/2023,Active
5324,9446,620921,14.73,Mortgage,60,12/7/2023,Defaulted
5325,14498,1239729,16.43,Mortgage,12,8/30/2024,Closed
5326,16252,40257,16.37,Mortgage,12,5/23/2023,Active
5327,13880,122079,14.5,Personal,6,6/23/2022,Active
5328,14696,915827,7.64,Mortgage,48,2/23/2022,Active
5329,13881,464297,8.06,Auto,12,3/14/2024,Closed
5330,5198,616107,16.16,Education,6,4/8/2022,Closed
5331,13535,427675,6.23,Personal,6,10/5/2023,Closed
5332,10658,1411341,9.24,Education,12,7/17/2022,Closed
5333,1157,1531658,17.73,Personal,24,10/2/2024,Active
5334,1220,407906,21.18,Education,12,9/25/2024,Closed
5335,10078,609018,5.67,Mortgage,12,11/3/2024,Active
5336,13901,1401160,20.66,Mortgage,36,8/23/2023,Active
5337,13779,105925,7.93,Mortgage,60,12/28/2024,Active
5338,17743,274997,6.16,Personal,36,12/12/2024,Closed
5339,677,600657,21.59,Auto,60,11/19/2022,Active
5340,13861,766347,6.21,Auto,24,12/10/2024,Active
5341,3732,1770277,20.3,Business,12,5/12/2023,Defaulted
5342,17358,1869405,14.44,Personal,60,6/3/2025,Closed
5343,5816,1850126,13.05,Auto,6,12/13/2021,Active
5344,11394,899617,15.15,Auto,48,2/27/2022,Active
5345,3568,360290,13.55,Mortgage,36,2/7/2023,Closed
5346,6225,1785819,12.12,Auto,48,6/11/2022,Active
5347,4067,173515,21.19,Education,36,4/15/2025,Active
5348,7819,420464,7.62,Education,12,5/27/2024,Active
5349,12606,1416685,8.44,Personal,24,1/9/2024,Active
5350,10748,1939480,7.15,Mortgage,6,8/4/2023,Active
5351,12945,818156,17.63,Auto,36,10/9/2024,Closed
5352,5417,1482875,7.53,Business,48,2/18/2025,Closed
5353,9015,1538533,14.82,Business,24,8/7/2024,Active
5354,4218,1408130,20.31,Business,24,10/11/2023,Closed
5355,1247,623135,21.47,Auto,24,11/15/2025,Closed
5356,942,708741,17.43,Education,36,6/3/2025,Active
5357,15664,324866,7.67,Mortgage,6,9/12/2025,Closed
5358,12052,1025218,17.62,Mortgage,36,10/13/2022,Closed
5359,9483,85993,5.41,Mortgage,36,7/10/2024,Active
5360,15433,1966148,12.88,Personal,36,6/25/2025,Active
5361,9580,1725887,19,Business,48,4/6/2025,Closed
5362,663,319895,14.23,Education,60,2/9/2023,Active
5363,13586,958862,7.12,Auto,36,6/30/2023,Active
5364,3759,112595,19.42,Personal,6,10/29/2024,Active
5365,3908,1740405,21.93,Education,60,3/9/2024,Closed
5366,17513,1187167,10.21,Personal,48,2/17/2025,Active
5367,7079,1085653,17.19,Mortgage,48,5/21/2025,Closed
5368,14854,653022,21.37,Business,48,10/23/2023,Active
5369,1371,1207539,11.74,Mortgage,24,5/14/2022,Defaulted
5370,1880,1762152,21.89,Business,12,11/4/2024,Closed
5371,5175,425206,7.62,Mortgage,24,8/13/2023,Active
5372,10491,1923613,18.54,Mortgage,48,2/9/2025,Closed
5373,3070,1213961,9.82,Personal,60,3/20/2024,Active
5374,15444,1736896,16.1,Personal,48,7/23/2022,Closed
5375,13727,1647044,11.29,Auto,48,8/27/2023,Active
5376,3505,750741,19.67,Education,36,11/1/2023,Active
5377,12595,765168,8.05,Education,24,7/21/2025,Defaulted
5378,3676,1134364,7.35,Education,12,6/29/2024,Closed
5379,3521,1087451,9.77,Education,36,9/8/2022,Active
5380,10500,57295,14.71,Business,60,6/12/2022,Closed
5381,4977,64357,11.11,Auto,60,11/14/2024,Active
5382,10780,452864,8.09,Auto,24,12/8/2021,Active
5383,5656,393416,13.99,Business,48,8/28/2024,Active
5384,12104,611216,13.67,Education,60,9/13/2022,Defaulted
5385,3656,1509587,9.01,Auto,6,7/2/2025,Closed
5386,14330,775493,18.41,Mortgage,60,1/9/2022,Defaulted
5387,11287,1090082,21.21,Mortgage,60,6/28/2022,Active
5388,5370,1085685,19.01,Mortgage,48,9/11/2025,Active
5389,13214,1623279,9.49,Mortgage,6,1/16/2023,Active
5390,14499,322605,8.75,Business,12,6/7/2025,Active
5391,10797,559858,21.03,Business,48,12/19/2023,Active
5392,12237,1355835,14.59,Education,6,4/4/2023,Closed
5393,3812,1768285,5.75,Mortgage,36,6/15/2025,Closed
5394,4299,1403157,21.46,Business,12,7/4/2023,Active
5395,170,1556426,7.78,Mortgage,60,1/10/2022,Active
5396,6713,147436,12.85,Mortgage,12,4/18/2025,Active
5397,4756,1000885,14.76,Personal,12,5/11/2025,Active
5398,1155,539230,10.05,Mortgage,36,7/7/2024,Closed
5399,4459,514073,12.56,Personal,6,8/19/2024,Active
5400,7477,211293,18.18,Education,6,8/31/2024,Closed
5401,7472,718242,15.61,Personal,36,6/29/2024,Active
5402,13957,1814181,20.97,Business,24,12/8/2022,Closed
